,,,,,,Daily Price Report-01-01-2024 to 31-12-2024 for Karnataka,,,,,
Karnataka,Mandya,Maddur APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,200.00","2,200.00","2,200.00",Rs./Quintal,04-10-2024
Karnataka,Mandya,Maddur APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,200.00","2,200.00","2,200.00",Rs./Quintal,03-10-2024
Karnataka,Mandya,Maddur APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,200.00","2,200.00","2,200.00",Rs./Quintal,30-09-2024
Karnataka,Mandya,Maddur APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,480.00","2,480.00","2,480.00",Rs./Quintal,05-09-2024
Karnataka,Mandya,Maddur APMC,Cereals,Paddy(Common),Paddy,FAQ,"3,077.00","3,077.00","3,077.00",Rs./Quintal,08-08-2024
Karnataka,Mandya,Maddur APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,400.00","2,400.00","2,400.00",Rs./Quintal,31-07-2024
Karnataka,Mandya,Maddur APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,400.00","2,400.00","2,400.00",Rs./Quintal,26-07-2024
Karnataka,Mandya,Maddur APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,500.00","2,500.00","2,500.00",Rs./Quintal,25-07-2024
Karnataka,Mandya,Maddur APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,400.00","2,400.00","2,400.00",Rs./Quintal,24-07-2024
Karnataka,Mandya,Maddur APMC,Cereals,Paddy(Common),Paddy,FAQ,"3,180.00","3,180.00","3,180.00",Rs./Quintal,22-07-2024
Karnataka,Mandya,Maddur APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,500.00","2,500.00","2,500.00",Rs./Quintal,21-07-2024
Karnataka,Mandya,Maddur APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,500.00","2,500.00","2,500.00",Rs./Quintal,20-07-2024
Karnataka,Mandya,Maddur APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,200.00","2,200.00","2,200.00",Rs./Quintal,19-07-2024
Karnataka,Mandya,Maddur APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,282.00","2,282.00","2,282.00",Rs./Quintal,03-07-2024
Karnataka,Mandya,Maddur APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,517.00","2,517.00","2,517.00",Rs./Quintal,30-06-2024
Karnataka,Mandya,Maddur APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,400.00","2,400.00","2,400.00",Rs./Quintal,28-06-2024
Karnataka,Mandya,Maddur APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,350.00","2,350.00","2,350.00",Rs./Quintal,26-05-2024
Karnataka,Mandya,Maddur APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,449.00","2,449.00","2,449.00",Rs./Quintal,24-05-2024
Karnataka,Mandya,Malavalli APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,300.00","2,500.00","2,350.00",Rs./Quintal,31-12-2024
Karnataka,Mandya,Malavalli APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,300.00","2,500.00","2,400.00",Rs./Quintal,30-12-2024
Karnataka,Mandya,Malavalli APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,900.00","2,900.00","2,900.00",Rs./Quintal,20-06-2024
Karnataka,Mandya,Malavalli APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,800.00","2,900.00","2,900.00",Rs./Quintal,19-06-2024
Karnataka,Mandya,Malavalli APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,900.00","2,900.00","2,900.00",Rs./Quintal,18-06-2024
Karnataka,Mandya,Malavalli APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,800.00","2,900.00","2,900.00",Rs./Quintal,15-06-2024
Karnataka,Mandya,Malavalli APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,500.00","2,800.00","2,800.00",Rs./Quintal,14-06-2024
Karnataka,Mandya,Malavalli APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,700.00","2,700.00","2,700.00",Rs./Quintal,13-06-2024
Karnataka,Mandya,Malavalli APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,000.00","2,000.00","2,000.00",Rs./Quintal,12-06-2024
Karnataka,Mandya,Malavalli APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,750.00","2,750.00","2,750.00",Rs./Quintal,11-06-2024
Karnataka,Mandya,Malavalli APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,800.00","2,800.00","2,800.00",Rs./Quintal,10-06-2024
Karnataka,Mandya,Malavalli APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,850.00","2,850.00","2,850.00",Rs./Quintal,06-06-2024
Karnataka,Mandya,Malavalli APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,100.00","2,900.00","2,900.00",Rs./Quintal,05-06-2024
Karnataka,Mandya,Malavalli APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,700.00","2,800.00","2,800.00",Rs./Quintal,03-06-2024
Karnataka,Mandya,Malavalli APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,900.00","2,900.00","2,900.00",Rs./Quintal,01-06-2024
Karnataka,Mandya,Malavalli APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,900.00","2,900.00","2,900.00",Rs./Quintal,31-05-2024
Karnataka,Mandya,Malavalli APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,100.00","2,900.00","2,900.00",Rs./Quintal,29-05-2024
Karnataka,Mandya,Malavalli APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,850.00","2,850.00","2,850.00",Rs./Quintal,27-05-2024
Karnataka,Mandya,Malavalli APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,100.00","2,200.00","2,100.00",Rs./Quintal,22-05-2024
Karnataka,Mandya,Malavalli APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,800.00","2,800.00","2,800.00",Rs./Quintal,21-05-2024
Karnataka,Mandya,Malavalli APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,100.00","2,100.00","2,100.00",Rs./Quintal,20-05-2024
Karnataka,Mandya,Malavalli APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,100.00","2,100.00","2,100.00",Rs./Quintal,17-05-2024
Karnataka,Mandya,Malavalli APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,200.00","2,300.00","2,200.00",Rs./Quintal,08-05-2024
Karnataka,Mandya,Malavalli APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,700.00","2,700.00","2,700.00",Rs./Quintal,07-05-2024
Karnataka,Mandya,Malavalli APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,800.00","2,800.00","2,800.00",Rs./Quintal,29-04-2024
Karnataka,Mandya,Malavalli APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,200.00","2,800.00","2,800.00",Rs./Quintal,23-04-2024
Karnataka,Mandya,Malavalli APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,800.00","2,800.00","2,800.00",Rs./Quintal,16-04-2024
Karnataka,Mandya,Malavalli APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,800.00","2,800.00","2,800.00",Rs./Quintal,05-04-2024
Karnataka,Mandya,Malavalli APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,850.00","2,850.00","2,850.00",Rs./Quintal,03-04-2024
Karnataka,Mandya,Pandavapura APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,800.00","2,800.00","2,800.00",Rs./Quintal,24-06-2024
Karnataka,Mandya,Pandavapura APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,600.00","2,800.00","2,700.00",Rs./Quintal,23-06-2024
Karnataka,Mandya,Pandavapura APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,200.00","2,200.00","2,200.00",Rs./Quintal,12-06-2024
Karnataka,Mandya,Pandavapura APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,500.00","2,500.00","2,500.00",Rs./Quintal,11-06-2024
Karnataka,Mandya,Pandavapura APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,800.00","2,800.00","2,800.00",Rs./Quintal,01-06-2024
Karnataka,Mysore,Hunsur APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,300.00","2,300.00","2,300.00",Rs./Quintal,30-12-2024
Karnataka,Mysore,Hunsur APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,300.00","2,300.00","2,300.00",Rs./Quintal,24-12-2024
Karnataka,Mysore,Hunsur APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,300.00","2,300.00","2,300.00",Rs./Quintal,19-12-2024
Karnataka,Mysore,Hunsur APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,300.00","2,300.00","2,300.00",Rs./Quintal,17-12-2024
Karnataka,Mysore,Hunsur APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,100.00","2,100.00","2,100.00",Rs./Quintal,13-12-2024
Karnataka,Mysore,Hunsur APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,320.00","2,320.00","2,320.00",Rs./Quintal,12-12-2024
Karnataka,Mysore,Hunsur APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,700.00","2,800.00","2,800.00",Rs./Quintal,07-12-2024
Karnataka,Mysore,Hunsur APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,500.00","2,631.00","2,631.00",Rs./Quintal,04-12-2024
Karnataka,Mysore,Hunsur APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,200.00","2,200.00","2,200.00",Rs./Quintal,15-10-2024
Karnataka,Mysore,Hunsur APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,281.00","2,281.00","2,281.00",Rs./Quintal,25-09-2024
Karnataka,Mysore,Hunsur APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,223.00","2,223.00","2,223.00",Rs./Quintal,24-09-2024
Karnataka,Mysore,Hunsur APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,500.00","2,500.00","2,500.00",Rs./Quintal,11-09-2024
Karnataka,Mysore,Hunsur APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,800.00","2,800.00","2,800.00",Rs./Quintal,16-08-2024
Karnataka,Mysore,Hunsur APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,700.00","2,700.00","2,700.00",Rs./Quintal,26-07-2024
Karnataka,Mysore,Hunsur APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,215.00","2,735.00","2,735.00",Rs./Quintal,02-07-2024
Karnataka,Mysore,Hunsur APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,653.00","2,653.00","2,653.00",Rs./Quintal,13-06-2024
Karnataka,Mysore,Hunsur APMC,Cereals,Paddy(Common),Paddy,FAQ,"1,500.00","1,500.00","1,500.00",Rs./Quintal,23-05-2024
Karnataka,Mysore,Hunsur APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,880.00","2,880.00","2,880.00",Rs./Quintal,17-05-2024
Karnataka,Mysore,Hunsur APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,000.00","2,000.00","2,000.00",Rs./Quintal,25-03-2024
Karnataka,Mysore,Hunsur APMC,Cereals,Paddy(Common),Paddy,FAQ,"1,600.00","2,800.00","1,800.00",Rs./Quintal,01-01-2024
Karnataka,Mysore,Mysore (Bandipalya) APMC,Cereals,Paddy(Common),Paddy,FAQ,"1,561.00","2,383.00","2,111.00",Rs./Quintal,31-12-2024
Karnataka,Mysore,Mysore (Bandipalya) APMC,Cereals,Paddy(Common),Paddy,FAQ,"1,562.00","2,394.00","2,159.00",Rs./Quintal,28-12-2024
Karnataka,Mysore,Mysore (Bandipalya) APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,628.00","2,628.00","2,628.00",Rs./Quintal,02-12-2024
Karnataka,Mysore,Mysore (Bandipalya) APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,161.00","2,161.00","2,161.00",Rs./Quintal,08-11-2024
Karnataka,Mysore,Mysore (Bandipalya) APMC,Cereals,Paddy(Common),Paddy,FAQ,"1,930.00","2,927.00","2,665.00",Rs./Quintal,05-11-2024
Karnataka,Mysore,Mysore (Bandipalya) APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,300.00","3,078.00","2,623.00",Rs./Quintal,23-10-2024
Karnataka,Mysore,Mysore (Bandipalya) APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,666.00","2,666.00","2,666.00",Rs./Quintal,30-09-2024
Karnataka,Mysore,Mysore (Bandipalya) APMC,Cereals,Paddy(Common),Paddy,FAQ,"3,260.00","3,260.00","3,260.00",Rs./Quintal,26-09-2024
Karnataka,Mysore,Mysore (Bandipalya) APMC,Cereals,Paddy(Common),Paddy,FAQ,"1,321.00","1,321.00","1,321.00",Rs./Quintal,21-09-2024
Karnataka,Mysore,Mysore (Bandipalya) APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,418.00","3,236.00","2,827.00",Rs./Quintal,20-09-2024
Karnataka,Mysore,Mysore (Bandipalya) APMC,Cereals,Paddy(Common),Paddy,FAQ,"3,350.00","3,350.00","3,350.00",Rs./Quintal,17-09-2024
Karnataka,Mysore,Mysore (Bandipalya) APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,667.00","2,709.00","2,688.00",Rs./Quintal,12-09-2024
Karnataka,Mysore,Mysore (Bandipalya) APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,727.00","3,292.00","3,092.00",Rs./Quintal,11-09-2024
Karnataka,Mysore,Mysore (Bandipalya) APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,360.00","3,206.00","2,753.00",Rs./Quintal,04-09-2024
Karnataka,Mysore,Mysore (Bandipalya) APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,910.00","3,063.00","2,982.00",Rs./Quintal,31-08-2024
Karnataka,Mysore,Mysore (Bandipalya) APMC,Cereals,Paddy(Common),Paddy,FAQ,"1,626.00","3,107.00","2,300.00",Rs./Quintal,26-08-2024
Karnataka,Mysore,Mysore (Bandipalya) APMC,Cereals,Paddy(Common),Paddy,FAQ,"1,850.00","3,000.00","2,647.00",Rs./Quintal,12-08-2024
Karnataka,Mysore,Mysore (Bandipalya) APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,716.00","3,158.00","2,899.00",Rs./Quintal,09-08-2024
Karnataka,Mysore,Mysore (Bandipalya) APMC,Cereals,Paddy(Common),Paddy,FAQ,"1,501.00","3,068.00","2,157.00",Rs./Quintal,07-08-2024
Karnataka,Mysore,Mysore (Bandipalya) APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,273.00","2,627.00","2,559.00",Rs./Quintal,29-07-2024
Karnataka,Mysore,Mysore (Bandipalya) APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,450.00","2,626.00","2,538.00",Rs./Quintal,26-07-2024
Karnataka,Mysore,Mysore (Bandipalya) APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,130.00","2,589.00","2,377.00",Rs./Quintal,20-07-2024
Karnataka,Mysore,Mysore (Bandipalya) APMC,Cereals,Paddy(Common),Paddy,FAQ,"1,501.00","2,201.00","1,851.00",Rs./Quintal,18-07-2024
Karnataka,Mysore,Mysore (Bandipalya) APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,058.00","2,410.00","2,279.00",Rs./Quintal,11-07-2024
Karnataka,Mysore,Mysore (Bandipalya) APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,310.00","3,208.00","2,759.00",Rs./Quintal,10-07-2024
Karnataka,Mysore,Mysore (Bandipalya) APMC,Cereals,Paddy(Common),Paddy,FAQ,633.00,"3,209.00","1,853.00",Rs./Quintal,08-07-2024
Karnataka,Mysore,Mysore (Bandipalya) APMC,Cereals,Paddy(Common),Paddy,FAQ,"1,706.00","2,637.00","2,482.00",Rs./Quintal,06-07-2024
Karnataka,Mysore,Mysore (Bandipalya) APMC,Cereals,Paddy(Common),Paddy,FAQ,"1,570.00","2,488.00","2,188.00",Rs./Quintal,04-07-2024
Karnataka,Mysore,Mysore (Bandipalya) APMC,Cereals,Paddy(Common),Paddy,FAQ,"1,920.00","2,730.00","2,474.00",Rs./Quintal,03-07-2024
Karnataka,Mysore,Mysore (Bandipalya) APMC,Cereals,Paddy(Common),Paddy,FAQ,"1,900.00","2,310.00","2,115.00",Rs./Quintal,02-07-2024
Karnataka,Mysore,Mysore (Bandipalya) APMC,Cereals,Paddy(Common),Paddy,FAQ,"1,769.00","2,572.00","2,152.00",Rs./Quintal,01-07-2024
Karnataka,Mysore,Mysore (Bandipalya) APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,328.00","2,451.00","2,393.00",Rs./Quintal,29-06-2024
Karnataka,Mysore,Mysore (Bandipalya) APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,351.00","3,137.00","2,609.00",Rs./Quintal,28-06-2024
Karnataka,Mysore,Mysore (Bandipalya) APMC,Cereals,Paddy(Common),Paddy,FAQ,"1,608.00","2,750.00","2,015.00",Rs./Quintal,27-06-2024
Karnataka,Mysore,Mysore (Bandipalya) APMC,Cereals,Paddy(Common),Paddy,FAQ,"1,709.00","2,550.00","2,146.00",Rs./Quintal,25-06-2024
Karnataka,Mysore,Mysore (Bandipalya) APMC,Cereals,Paddy(Common),Paddy,FAQ,"1,161.00","2,720.00","2,256.00",Rs./Quintal,24-06-2024
Karnataka,Mysore,Mysore (Bandipalya) APMC,Cereals,Paddy(Common),Paddy,FAQ,"1,706.00","2,679.00","2,378.00",Rs./Quintal,22-06-2024
Karnataka,Mysore,Mysore (Bandipalya) APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,480.00","2,738.00","2,641.00",Rs./Quintal,21-06-2024
Karnataka,Mysore,Mysore (Bandipalya) APMC,Cereals,Paddy(Common),Paddy,FAQ,"1,000.00","2,700.00","2,457.00",Rs./Quintal,20-06-2024
Karnataka,Mysore,Mysore (Bandipalya) APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,229.00","2,688.00","2,405.00",Rs./Quintal,19-06-2024
Karnataka,Mysore,Mysore (Bandipalya) APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,501.00","2,532.00","2,518.00",Rs./Quintal,18-06-2024
Karnataka,Mysore,Mysore (Bandipalya) APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,550.00","2,601.00","2,579.00",Rs./Quintal,11-06-2024
Karnataka,Mysore,Mysore (Bandipalya) APMC,Cereals,Paddy(Common),Paddy,FAQ,"1,000.00","2,128.00","1,451.00",Rs./Quintal,03-06-2024
Karnataka,Mysore,Mysore (Bandipalya) APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,300.00","2,462.00","2,398.00",Rs./Quintal,06-05-2024
Karnataka,Mysore,Mysore (Bandipalya) APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,908.00","3,160.00","2,992.00",Rs./Quintal,17-04-2024
Karnataka,Mysore,Mysore (Bandipalya) APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,576.00","3,113.00","2,845.00",Rs./Quintal,15-04-2024
Karnataka,Mysore,Mysore (Bandipalya) APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,950.00","2,950.00","2,950.00",Rs./Quintal,03-04-2024
Karnataka,Mysore,Mysore (Bandipalya) APMC,Cereals,Paddy(Common),Paddy,FAQ,"1,620.00","1,620.00","1,620.00",Rs./Quintal,02-04-2024
Karnataka,Mysore,Mysore (Bandipalya) APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,500.00","2,860.00","2,681.00",Rs./Quintal,30-03-2024
Karnataka,Mysore,Mysore (Bandipalya) APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,308.00","3,303.00","2,750.00",Rs./Quintal,25-03-2024
Karnataka,Mysore,Mysore (Bandipalya) APMC,Cereals,Paddy(Common),Paddy,FAQ,"1,853.00","3,101.00","2,602.00",Rs./Quintal,13-03-2024
Karnataka,Mysore,Mysore (Bandipalya) APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,109.00","2,129.00","2,117.00",Rs./Quintal,11-03-2024
Karnataka,Mysore,Mysore (Bandipalya) APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,212.00","2,212.00","2,212.00",Rs./Quintal,28-02-2024
Karnataka,Mysore,Mysore (Bandipalya) APMC,Cereals,Paddy(Common),Paddy,FAQ,"1,861.00","3,290.00","2,786.00",Rs./Quintal,29-01-2024
Karnataka,Mysore,Mysore (Bandipalya) APMC,Cereals,Paddy(Common),Paddy,FAQ,"3,152.00","3,302.00","3,220.00",Rs./Quintal,20-01-2024
Karnataka,Mysore,Mysore (Bandipalya) APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,256.00","2,256.00","2,256.00",Rs./Quintal,19-01-2024
Karnataka,Mysore,Mysore (Bandipalya) APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,227.00","2,753.00","2,477.00",Rs./Quintal,09-01-2024
Karnataka,Mysore,Mysore (Bandipalya) APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,876.00","2,876.00","2,876.00",Rs./Quintal,05-01-2024
Karnataka,Mysore,Mysore (Bandipalya) APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,200.00","3,310.00","2,728.00",Rs./Quintal,04-01-2024
Karnataka,Mysore,Mysore (Bandipalya) APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,572.00","3,200.00","2,746.00",Rs./Quintal,02-01-2024
Karnataka,Mysore,Piriya Pattana APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,208.00","2,208.00","2,208.00",Rs./Quintal,24-12-2024
Karnataka,Mysore,Santhesargur APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,600.00","2,600.00","2,600.00",Rs./Quintal,05-10-2024
Karnataka,Mysore,Santhesargur APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,300.00","2,300.00","2,300.00",Rs./Quintal,23-09-2024
Karnataka,Mysore,Santhesargur APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,400.00","2,450.00","2,400.00",Rs./Quintal,05-09-2024
Karnataka,Mysore,Santhesargur APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,825.00","2,900.00","2,892.00",Rs./Quintal,06-08-2024
Karnataka,Mysore,Santhesargur APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,810.00","3,142.00","2,900.00",Rs./Quintal,29-06-2024
Karnataka,Raichur,Lingasugur APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,000.00","3,150.00","2,450.00",Rs./Quintal,26-12-2024
Karnataka,Raichur,Lingasugur APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,050.00","3,180.00","2,300.00",Rs./Quintal,20-12-2024
Karnataka,Raichur,Lingasugur APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,175.00","3,620.00","2,485.00",Rs./Quintal,16-12-2024
Karnataka,Raichur,Lingasugur APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,500.00","3,150.00","2,609.00",Rs./Quintal,12-12-2024
Karnataka,Raichur,Lingasugur APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,500.00","3,230.00","2,550.00",Rs./Quintal,07-12-2024
Karnataka,Shimoga,Sorabha APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,200.00","2,200.00","2,200.00",Rs./Quintal,31-12-2024
Karnataka,Shimoga,Sorabha APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,000.00","2,100.00","2,000.00",Rs./Quintal,24-12-2024
Karnataka,Shimoga,Sorabha APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,100.00","2,100.00","2,100.00",Rs./Quintal,21-12-2024
Karnataka,Shimoga,Sorabha APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,200.00","2,200.00","2,200.00",Rs./Quintal,18-12-2024
Karnataka,Shimoga,Sorabha APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,200.00","2,200.00","2,200.00",Rs./Quintal,17-12-2024
Karnataka,Shimoga,Sorabha APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,000.00","2,200.00","2,000.00",Rs./Quintal,16-12-2024
Karnataka,Shimoga,Sorabha APMC,Cereals,Paddy(Common),Paddy,FAQ,"1,700.00","1,900.00","1,700.00",Rs./Quintal,10-12-2024
Karnataka,Shimoga,Sorabha APMC,Cereals,Paddy(Common),Paddy,FAQ,"1,850.00","2,250.00","2,200.00",Rs./Quintal,07-12-2024
Karnataka,Shimoga,Sorabha APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,100.00","2,100.00","2,100.00",Rs./Quintal,05-12-2024
Karnataka,Shimoga,Sorabha APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,000.00","3,150.00","2,950.00",Rs./Quintal,04-12-2024
Karnataka,Shimoga,Sorabha APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,200.00","2,200.00","2,200.00",Rs./Quintal,03-12-2024
Karnataka,Shimoga,Sorabha APMC,Cereals,Paddy(Common),Paddy,FAQ,"1,850.00","2,200.00","2,000.00",Rs./Quintal,02-12-2024
Karnataka,Shimoga,Sorabha APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,000.00","2,100.00","2,050.00",Rs./Quintal,28-11-2024
Karnataka,Shimoga,Sorabha APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,100.00","2,200.00","2,200.00",Rs./Quintal,27-11-2024
Karnataka,Shimoga,Sorabha APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,450.00","2,450.00","2,450.00",Rs./Quintal,14-11-2024
Karnataka,Shimoga,Sorabha APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,100.00","2,300.00","2,300.00",Rs./Quintal,12-11-2024
Karnataka,Shimoga,Sorabha APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,450.00","2,450.00","2,450.00",Rs./Quintal,04-11-2024
Karnataka,Shimoga,Sorabha APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,450.00","2,450.00","2,450.00",Rs./Quintal,29-10-2024
Karnataka,Shimoga,Sorabha APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,500.00","2,500.00","2,500.00",Rs./Quintal,24-10-2024
Karnataka,Shimoga,Sorabha APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,400.00","2,400.00","2,400.00",Rs./Quintal,21-10-2024
Karnataka,Shimoga,Sorabha APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,450.00","2,450.00","2,450.00",Rs./Quintal,15-10-2024
Karnataka,Shimoga,Sorabha APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,450.00","2,450.00","2,450.00",Rs./Quintal,09-10-2024
Karnataka,Shimoga,Sorabha APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,400.00","2,400.00","2,400.00",Rs./Quintal,07-10-2024
Karnataka,Shimoga,Sorabha APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,200.00","2,600.00","2,400.00",Rs./Quintal,03-10-2024
Karnataka,Shimoga,Sorabha APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,450.00","2,450.00","2,450.00",Rs./Quintal,27-09-2024
Karnataka,Shimoga,Sorabha APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,450.00","2,450.00","2,450.00",Rs./Quintal,26-09-2024
Karnataka,Shimoga,Sorabha APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,000.00","2,000.00","2,000.00",Rs./Quintal,24-09-2024
Karnataka,Shimoga,Sorabha APMC,Cereals,Paddy(Common),Paddy,FAQ,"3,000.00","3,000.00","3,000.00",Rs./Quintal,23-09-2024
Karnataka,Shimoga,Sorabha APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,350.00","2,350.00","2,350.00",Rs./Quintal,19-09-2024
Karnataka,Shimoga,Sorabha APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,400.00","2,400.00","2,400.00",Rs./Quintal,18-09-2024
